"FORMULARIO","Depto","Mun","Fraccion","Radio","Viv","NroHogar","PM","Zon","Tipo_viv","CantidadPersonas","PersonaMayorCuatro","Personas_temporales","CantidadCochera","Hogar_Vehículo","CantidadVehículos","Tipo_vehículo_1","Propiedad_vehículo_1","MarcaVehículo_1","Combustible_1","Gasto_combustible_1","GastoCochera_1","GastoPatente_1","GastoSeguro_1","GastosTotal_1","MarcaVehículo_2","MarcaVehículo_3","HogarMoto","CantidadMotos","HogarCiclomotor","CantidadCiclomotores","HogarBicicleta","CantidadBicicletas","Plan_social","HogarIngresos","RangoIngresos","promedio_ingreso","IngresoT1","IngresoT2","HogarGastoTotal","RangoGastoTotal","promedio_gastototal","GastoT1","GastoT2","HogarGastosAlimentos","RangoGastosAlimentos","promedio_gasto_alimentos","GastoA1","HogarGastosTransporte","RangoGastosTransporte","Ingresoagregado_pers","IngresoTotalFinal","bienestar","FEX"
1432,28,30,22,9,145,1,218,9,"Casa",3,3,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","renault     ","Nafta / Alconafta","120","98","98","98","98","NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"No","2000","97","97","2000","2000","800","97","97","800","800","1200","97","97","1200",NA,NA,"2000","2000","No Pobre",49.2298030511831
1433,28,30,22,9,192,1,218,9,"Casa",4,4,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","dodge 1500  ","Nafta / Alconafta","300","98","98","98","98","NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",49.2298030511831
1434,28,30,22,9,287,1,218,9,"Casa",1,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","3500","97","97","3500","3500","1400","97","97","1400","1400","200","97","97","200","100","97",NA,"3500","No Pobre",49.2298030511831
1435,28,30,20,13,93,1,141,19,"Casa",1,1,0,0,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","saveiro     ","Gasoil / Diesel","30","98","98","80","80","NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","1200","97","97","1200","1200","1000","97","97","1000","1000","500","97","97","500","180","97","1200","1200","Pobre",49.1153219133754
1436,28,30,20,13,138,1,141,19,"Casa",4,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","2000","97","97","2000","2000","1000","97","97","1000","1000","400","97","97","400",NA,NA,"2000","2000","No Pobre",49.1153219133754
1437,28,30,20,13,292,1,141,19,"Casa",7,6,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1900","97","97","1900","1900","1000","97","97","1000","1000","300","97","97","300","50","97","1900","1900","No Pobre",49.1153219133754
1438,28,30,20,13,5,1,141,19,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"Sí","1","No","900","97","97","900","900","900","97","97","900","900","400","97","97","400","250","97","900","900","Pobre",49.1153219133754
1439,28,30,20,13,226,1,141,19,"Casa",2,2,0,0,"Si","1","Camioneta","Propio de algún miembro del hogar para uso particular","ford        ","Gasoil / Diesel","300","98","5","100","105","NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No",NA,"$2611 a $3480","3045","3045","3045",NA,"$1741 a $2610","2175","2175","2175",NA,"$1051 a $1400","1225","1225","150","97","3045","3045","No Pobre",49.1153219133754
1441,28,30,20,13,116,1,141,19,"Casa",7,6,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"Sí","4000","97","97","4000","4000","4000","97","97","4000","4000","2000","97","97","2000","200","97","7600","7600","No Pobre",49.1153219133754
1442,28,30,20,13,270,1,141,19,"Casa",3,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"Sí","820","97","97","820","820","820","97","97","820","820","500","97","97","500",NA,NA,"900","900","Pobre",49.1153219133754
1443,28,30,20,11,246,1,149,20,"Casa",3,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","3000","97","97","3000","3000","3000","97","97","3000","3000","1000","97","97","1000",NA,NA,"3000","3000","No Pobre",43.2272590402672
1444,28,30,20,13,304,1,141,19,"Casa",2,2,0,0,"Si","1","Camión liviano","Propio de algún miembro del hogar para uso laboral","dodge       ","Gasoil / Diesel","1000","98","98","180","180","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","8000","97","97","8000","8000","5000","97","97","5000","5000","1600","97","97","1600","20","97","8000","8000","No Pobre",49.1153219133754
1445,28,30,12,12,192,1,306,18,"Casa",4,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","No","2500","97","97","2500","2500","2400","97","97","2400","2400",NA,NA,NA,NA,NA,NA,"2900","2900","No Pobre",43.5749226006192
1446,28,30,12,12,233,1,306,18,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"Sí","1200","97","97","1200","1200","1200","97","97","1200","1200","350","97","97","350","400","97","1200","1200","Pobre",43.5749226006192
1448,28,30,20,11,106,1,149,20,"Casa",7,7,0,0,"Si","1","Auto","Propio de algún miembro del hogar para uso laboral","rastrogero  ","Gasoil / Diesel","200","98","25","48","73","NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","No","2400","97","97","2400","2400","2000","97","97","2000","2000","600","97","97","600","200","97","2400","2400","No Pobre",43.2272590402672
1449,28,30,20,11,168,1,149,20,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1000","97","97","1000","1000","1000","97","97","1000","1000","600","97","97","600","200","97","1000","1000","Pobre",43.2272590402672
1450,28,30,20,11,122,1,149,20,"Casa",5,5,0,0,"Si","1","Camioneta","Propio de algún miembro del hogar para uso particular","Ford        ","Gasoil / Diesel","300","98","30","90","120","NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500","97","170","170","Indigente",43.2272590402672
1451,28,30,19,24,159,1,231,6,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"Sí","850","97","97","850","850","850","97","97","850","850","400","97","97","400","100","97","850","850","Pobre",79.6329410738942
1452,28,30,19,24,215,1,231,6,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"Sí","3000","97","97","3000","3000","2500","97","97","2500","2500","700","97","97","700","50","97","2800","3000","No Pobre",79.6329410738942
1453,28,30,6,2,224,1,242,14,"Departamento",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"No","3000","97","97","3000","3000","2000","97","97","2000","2000","1000","97","97","1000","200","97","3000","3000","No Pobre",64.7112135176651
1455,28,30,19,24,20,1,231,6,"Casa",6,6,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","4600","97","97","4600","4600","3000","97","97","3000","3000","500","97","97","500","200","97","4600","4600","No Pobre",79.6329410738942
1456,28,30,19,24,48,1,231,6,"Casilla / Rancho en villa de emergencia",4,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"No","3300","97","97","3300","3300","3000","97","97","3000","3000","850","97","97","850",NA,NA,"3300","3300","No Pobre",79.6329410738942
1457,28,30,19,24,76,1,231,6,"Dpto. tipo casa (PH) o de pasillo",3,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","400","97","97","400","400","300","97","97","300","300","200","97","97","200","100","97","400","400","Indigente",79.6329410738942
1458,28,30,2,15,200,1,312,1,"Casa",3,2,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","ford        ","Nafta / Alconafta","500","98","83","37","120","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",84.9774947573014
1459,28,30,2,15,79,1,312,1,"Casa",2,2,0,2,"Si","2","Auto","Propio de algún miembro del hogar para uso particular","ford        ","Nafta / Alconafta","100","98","26","98","26","chevrolet   ","NULL        ","No",NA,"No",NA,"No",NA,"No","1000","97","97","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10000","10000","No Pobre",84.9774947573014
1463,28,30,4,10,237,1,208,6,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1000","97","97","1000","1000","1000","97","97","1000","1000","1000","97","97","1000","76","97","1000","1000","Pobre",43.2922505763231
1464,28,30,4,10,7,1,208,6,"Casa",12,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"Sí","5000","97","97","5000","5000",NA,NA,NA,NA,"2600","1300","97","97","1300","200","97","4540","5000","No Pobre",43.2922505763231
1465,28,30,6,2,366,1,242,14,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1400","97","97","1400","1400","1000","97","97","1000","1000","600","97","97","600","100","97","890","1400","No Pobre",64.7112135176651
1466,28,30,6,2,163,1,242,14,"Casa",2,2,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","peugeot     ","Nafta / Alconafta","345","98","35","64","98","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No",NA,NA,NA,NA,"1000","1000","97","97","1000","1000","800","97","97","800","240","97","800","1000","Pobre",64.7112135176651
1467,28,30,4,14,183,1,226,5,"Casa",3,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"Sí","1","No","5500","97","97","5500","5500","3600","97","97","3600","3600","600","97","97","600","260","97","5500","5500","No Pobre",53.7207959998658
1468,28,30,4,8,306,1,215,5,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"No","2000","97","97","2000","2000","2000","97","97","2000","2000","1500","97","97","1500",NA,NA,"2000","2000","No Pobre",80.8368640815449
1469,28,30,4,8,195,1,215,5,"Casa",4,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"Sí","1","Sí","3000","97","97","3000","3000","3000","97","97","3000","3000","1500","97","97","1500","500","97","3000","3000","No Pobre",80.8368640815449
1470,28,30,20,12,241,1,234,11,"Casa",4,4,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","ford        ","Nafta / Alconafta","400","98","42","100","142","NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","No","2800","97","97","2800","2800","1800","97","97","1800","1800","1200","97","97","1200","100","97","600","2800","No Pobre",73.9140534712475
1472,28,30,20,12,307,1,234,11,"Casa",5,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"No","1500","97","97","1500","1500","1100","97","97","1100","1100","400","97","97","400","300","97","1500","1500","No Pobre",73.9140534712475
1473,28,30,20,12,7,1,234,11,"Casa",4,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","Sí","350","97","97","350","350","350","97","97","350","350","200","97","97","200",NA,NA,"250","350","Indigente",73.9140534712475
1474,28,30,20,12,274,1,234,11,"Casa",3,2,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","wolsvagen   ","Nafta / Alconafta","600","98","50","170","220","NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","5000","97","97","5000","5000","3000","97","97","3000","3000","700","97","97","700",NA,NA,"5000","5000","No Pobre",73.9140534712475
1475,28,30,20,12,140,1,234,11,"Casa",1,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","600","97","97","600","600","200","97","97","200","200","100","97","97","100","100","97","600","600","Pobre",73.9140534712475
1476,28,30,23,12,38,2,104,6,"Casa",5,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","Sí","430","97","97","430","430","430","97","97","430","430","100","97","97","100","4","97","400","430","Indigente",54.885924478401
1477,28,30,4,8,334,1,215,5,"Casa",1,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","1000","97","97","1000","1000","1000","97","97","1000","1000","800","97","97","800","100","97","1000","1000","Pobre",80.8368640815449
1478,28,30,4,8,278,1,215,5,"Casa",1,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","15482","97","97","15482","1548","1548","97","97","1548","1548","800","97","97","800","50","97","1548","1548","No Pobre",80.8368640815449
1479,28,30,5,5,16,1,132,3,"Departamento",1,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No",NA,NA,NA,NA,"200","200","97","97","200","200",NA,NA,NA,NA,"100","97",NA,"200","Indigente",45.2960443436634
1481,28,30,4,14,29,1,226,5,"Casa",5,4,0,2,"Si","2","Auto","Propio de algún miembro del hogar para uso particular","peugeot     ","Nafta / Alconafta","400","98","100","98","100","wolsvagen   ","NULL        ","No",NA,"No",NA,"No",NA,"Sí","16500","97","97","16500","16500","8000","97","97","8000","8000","3000","97","97","3000",NA,NA,"16350","16500","No Pobre",53.7207959998658
1482,28,30,4,14,197,1,226,5,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"No","4700","97","97","4700","4700","3000","97","97","3000","3000","1500","97","97","1500","250","97","4700","4700","No Pobre",53.7207959998658
1483,28,30,4,14,113,1,226,5,"Casa",3,3,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","renault     ","Nafta / Alconafta","100","98","80","200","280","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","6900","97","97","6900","6900","3800","97","97","3800","3800","1000","97","97","1000",NA,NA,"6900","6900","No Pobre",53.7207959998658
1484,28,30,4,14,211,1,226,5,"Casa",1,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","2900","97","97","2900","2900","2500","97","97","2500","2500","1500","97","97","1500","70","97",NA,"2900","No Pobre",53.7207959998658
1488,28,30,4,14,155,1,226,5,"Casa",5,5,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1000","97","97","1000","1000","1000","97","97","1000","1000","700","97","97","700",NA,NA,"1000","1000","Pobre",53.7207959998658
1489,28,30,1,4,20,1,227,8,"Casa",5,5,0,1,"Si","1","Camioneta","Propio de algún miembro del hogar para uso particular","renault     ","Gasoil / Diesel","463","98","20","90","110","NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","No","2000","97","97","2000","2000","2000","97","97","2000","2000","500","97","97","500","150","97","2000","2000","No Pobre",37.9364454000022
1490,28,30,1,4,170,1,227,8,"Pieza de inquilinato",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","4100","97","97","4100","4100","1500","97","97","1500","1500","500","97","97","500","280","97","4100","4100","No Pobre",37.9364454000022
1492,28,30,1,4,30,1,227,8,"Casa",1,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1500","97","97","1500","1500","1300","97","97","1300","1300","800","97","97","800","50","97","1500","1500","No Pobre",37.9364454000022
1493,28,30,1,4,202,1,227,8,"Casa",4,2,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","renault     ","Nafta / Alconafta","500","98","40","100","140","NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"No",NA,"$1741 a $2610","2175","2175","2175","1000","97","97","1000","1000","1000","97","97","1000","100","97","2300","2300","No Pobre",37.9364454000022
1494,28,30,1,4,63,1,227,8,"Casa",2,2,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","gol         ","Gasoil / Diesel","500","98","86","151","237","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","5000","97","97","5000","5000","4000","97","97","4000","4000","2200","97","97","2200","160","97","4950","5000","No Pobre",37.9364454000022
1495,28,10,13,3,197,1,135,26,"Casa",4,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","5500","97","97","5500","5500","5500","97","97","5500","5500","3000","97","97","3000","250","97","6200","6200","No Pobre",24.9075710811822
1496,28,10,13,3,158,1,135,26,"Casa",2,2,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","ford        ","Nafta / Alconafta","500","98","12","98","110","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","6000","97","97","6000","6000","5000","97","97","5000","5000","1800","97","97","1800","20","97","5900","6000","No Pobre",24.9075710811822
1497,28,10,13,3,64,1,135,26,"Casa",5,5,0,0,"Si","1","Camioneta","Propio de algún miembro del hogar para uso particular","ford        ","Gasoil / Diesel","300","98","3","85","88","NULL        ","NULL        ","Sí","1","No",NA,"Sí","2","No",NA,"$1741 a $2610","2175","2175","2175","2000","97","97","2000","2000","1000","97","97","1000","80","97","2900","2900","No Pobre",24.9075710811822
1498,28,10,13,3,130,1,135,26,"Casilla / Rancho en villa de emergencia",3,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1000","97","97","1000","1000","1000","97","97","1000","1000","600","97","97","600","100","97","1170","1170","Pobre",24.9075710811822
1499,28,30,19,22,23,1,203,6,"Departamento",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"Sí","400","97","97","400","400","400","97","97","400","400","260","97","97","260","30","97","400","400","Indigente",135.970224547176
1500,28,30,19,22,364,1,203,6,"Departamento",6,6,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"Sí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","97",NA,NA,"0",135.970224547176
1501,28,30,19,22,66,1,203,6,"Departamento",2,2,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","falcon      ","Nafta / Alconafta","300","98","25","100","125","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","3500","97","97","3500","3500","3500","97","97","3500","3500","2000","97","97","2000","300","97","3500","3500","No Pobre",135.970224547176
1502,28,30,19,22,267,1,203,6,"Casa",5,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","2","No",NA,"Sí","1","No","3000","97","97","3000","3000","3000","97","97","3000","3000","1000","97","97","1000","300","97","3000","3000","No Pobre",135.970224547176
1503,28,30,19,22,258,1,203,6,"Casa",4,4,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","wolsvagen   ","Nafta / Alconafta","10","98","135","89","124","NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","2500","97","97","2500","2500","2500","97","97","2500","2500",NA,NA,NA,NA,NA,NA,"2500","2500","No Pobre",135.970224547176
1511,28,30,22,6,359,1,206,9,"Casa",1,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","800","97","97","800","800","800","97","97","800","800","600","97","97","600","40","97","800","800","Pobre",70.9070212878361
1512,28,30,22,6,337,1,206,9,"Casa",2,2,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","chevrolet   ","Nafta / Alconafta","50","98","30","100","130","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1200","97","97","1200","1200","1200","97","97","1200","1200","1000","97","97","1000",NA,NA,"800","1200","Pobre",70.9070212878361
1513,28,30,22,6,294,1,206,9,"Casa",3,3,0,1,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No",NA,NA,NA,NA,"1500","1500","97","97","1500","1500","1000","97","97","1000",NA,NA,NA,"1500","No Pobre",70.9070212878361
1514,28,30,10,9,9,1,214,5,"Casa",3,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1000","97","97","1000","1000","800","97","97","800","800","500","97","97","500","20","97","1900","1900","No Pobre",59.5906799627771
1515,28,30,22,6,231,1,206,9,"Casa",4,4,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","Ford        ","Gasoil / Diesel","70","98","98","100","100","NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","2000","97","97","2000","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2700","2700","No Pobre",70.9070212878361
1516,28,30,2,11,164,1,310,1,"Casa",1,1,0,0,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","wolsvagen   ","Nafta / Alconafta","100","98","98","80","80","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",98.392123622612
1517,28,30,10,9,43,1,214,5,"Casa",5,5,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","renault     ","Nafta / Alconafta","400","98","20","110","130","NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","No","6500","97","97","6500","6500","4500","97","97","4500","4500","200","97","97","200","400","97","7200","7200","No Pobre",59.5906799627771
